Title,Author,Publisher,Subjects,item_id,Subjects_list
histoires de lanticommunisme en suisse geschichten des antikommunismus in der schweiz,unknown author,chronos,anticommunismesuisse1800; actes de congrès,6171,"['anticommunismesuisse1800', ' actes de congrès']"
les ultras extrêmedroite et droite extrême en suisse les mouvements et la presse de 1921 à 1991,cantini claude,editions den bas,front national suisse; extrêmedroitemouvement politiquesuisse1921 1991; presse dextrêmedroitesuisse1921 1991; politische partei; faschismus; 20 jahrhundert; schweiz,6172,"['front national suisse', ' extrêmedroitemouvement politiquesuisse1921 1991', ' presse dextrêmedroitesuisse1921 1991', ' politische partei', ' faschismus', ' 20 jahrhundert', ' schweiz']"
cent ans de police politique en suisse 18891989,unknown author,ed den bas; association pour létude de lhistoire du mouvement ouvrier,policeaspect politiquesuisse19e siècle; policeaspect politiquesuisse20e siècle; services de renseignementssuisse20e siècle; services de renseignementssuisse19e siècle; police politiquesuisse1889 1989congrès; police de sûretésuisse1889 1989congrès,6173,"['policeaspect politiquesuisse19e siècle', ' policeaspect politiquesuisse20e siècle', ' services de renseignementssuisse20e siècle', ' services de renseignementssuisse19e siècle', ' police politiquesuisse1889 1989congrès', ' police de sûretésuisse1889 1989congrès']"
dienstleistungen expansion und transformation des dritten sektors 1520 jahrhundert les services essor et transformation du secteur tertiaire 15e20e siècles,unknown author,chronos,secteur tertiairesuisse15e s 20e scongrès; services publicssuisse15e s 20e scongrès,6174,"['secteur tertiairesuisse15e s 20e scongrès', ' services publicssuisse15e s 20e scongrès']"
oeuvres romanesques,cendrars blaise 18871961,gallimard,unknown subjects,6175,['unknown subjects']
das liebespaar des jahrhunderts roman,schoch julia,dtv verlagsgesellschaft,unknown subjects,6176,['unknown subjects']
the last chairlift,irving john 1942,scribner,unknown subjects,6177,['unknown subjects']
das café ohne namen roman,seethaler robert,claassen,roman,6178,['roman']
western lane,maroo chetna 19,picadorfarrar straus and giroux,unknown subjects,6179,['unknown subjects']
histoire du canton de berne depuis 1798,junker beat,société dhistoire du canton de berne,berne suisse canton1798 20e s,6180,['berne suisse canton1798 20e s']
la démocratie référendaire en suisse au xxe siècle die schweizerische referendumsdemokratie im xx jahrhundert,unknown author,ed universitaires,référendumsuisse1900 1970,6181,['référendumsuisse1900 1970']
histoire de la gazette de lausanne le temps du colonel 18741917,clavien alain 1957,ed de laire,secretan edouardavocat ;18481917; gazette de lausanne presse 1874 1917,6182,"['secretan edouardavocat ', '18481917', ' gazette de lausanne presse 1874 1917']"
la grève générale de 1918 en suisse,unknown author,grounauer,grève générale suisse ; 1918; grève généralesuisse1918,6183,"['grève générale suisse ', ' 1918', ' grève généralesuisse1918']"
ludc vaudoise 19212021 de lopposition paysanne au néoconservatisme,meuwly olivier 1963,infolio,union démocratique du centre vaudhistoirevingtième siècle; union démocratique du centre vaudhistoire2000,6184,"['union démocratique du centre vaudhistoirevingtième siècle', ' union démocratique du centre vaudhistoire2000']"
le gouvernement vaudois de 1803 à 1962 récit et portraits,bovard pierreandré,ed de peyrollaz,pouvoir politiquevaud suisse1803 1962; gouvernementvaud suisse1803 1962; politique et gouvernementvaud suisse19e siècle; politique et gouvernementvaud suisse20e siècle,6185,"['pouvoir politiquevaud suisse1803 1962', ' gouvernementvaud suisse1803 1962', ' politique et gouvernementvaud suisse19e siècle', ' politique et gouvernementvaud suisse20e siècle']"
souvenirs dun journaliste,bonjour félix,impr vaudoise,unknown subjects,6186,['unknown subjects']
les avantgardes réactionnaires la naissance de la nouvelle droite en suisse 18901914,jost hans ulrich,editions den bas,droite politiquesuisse1890 1914; conservatismesuisse1890 1914; culture politiquedroite politiquesuisse1890 1914; conservatismesuisse19e siècle; conservatismesuisse19001945; partis de droitesuisse19e siècle; partis de droitesuisse19001945,6187,"['droite politiquesuisse1890 1914', ' conservatismesuisse1890 1914', ' culture politiquedroite politiquesuisse1890 1914', ' conservatismesuisse19e siècle', ' conservatismesuisse19001945', ' partis de droitesuisse19e siècle', ' partis de droitesuisse19001945']"
mainmise sur letat social mobilisation patronale et caisses de compensation en suisse 19081960,eichenberger pierre,editions alphilpresses universitaires suisses,suisseloi fédérale sur lassurance vieillesse et survivants20e siècle; caisses de retraitesuisse20e siècle; état providencesuisse20e siècle; institutions socialessuisse20e siècle; politique socialesuisse20e siècle; employeurssuissepolitique sociale20e siècle; thèses et écrits académiques,6188,"['suisseloi fédérale sur lassurance vieillesse et survivants20e siècle', ' caisses de retraitesuisse20e siècle', ' état providencesuisse20e siècle', ' institutions socialessuisse20e siècle', ' politique socialesuisse20e siècle', ' employeurssuissepolitique sociale20e siècle', ' thèses et écrits académiques']"
nouvelle histoire de la suisse et des suisses,unknown author,payot,suisseorigines 20e s,6189,['suisseorigines 20e s']
le milieu de lhorizon,butikofer roland,zoé,unknown subjects,6190,['unknown subjects']
en finir avec eddy bellegueule roman,louis edouard 1992,éditions du seuil,homophobie; récits personnels,6191,"['homophobie', ' récits personnels']"
numero deux roman,foenkinos david,gallimard,littérature française; roman français,6192,"['littérature française', ' roman français']"
les ronces,coulon cécile 1990,le castor astral,unknown subjects,6193,['unknown subjects']
croire sur les pouvoirs de la littérature récit,augier justine 1978,actes sud,littérature,6194,['littérature']
mongolie,unknown author,lonely planet,mongolie; guides touristiques et de visite,6195,"['mongolie', ' guides touristiques et de visite']"
phedre,racine jean 16391699,impr bci; gallimard,racine jean16391699phedre,6196,['racine jean16391699phedre']
totoro et moi,arrazola amaia,firenze university press,miyazaki hayao; miyazaki hayaomononoke hime,6197,"['miyazaki hayao', ' miyazaki hayaomononoke hime']"
dormez en peilz,robert emmanuelle 1975,slatkine,thriller roman,6198,['thriller roman']
les heures et les jours,roques dominique,dargaud,bandes dessinées,6199,['bandes dessinées']
astor,moccia tito,antipodes,fonds marins; livres dimages,6200,"['fonds marins', ' livres dimages']"
nos mondes perdus,montaigne marion,dargaud,paléontologiehistoire; bandes dessinées,6201,"['paléontologiehistoire', ' bandes dessinées']"
madame bovary moeurs de province,flaubert gustave,gallimard,unknown subjects,6202,['unknown subjects']
lesprit permaculture autonomie santé liberté 100 fiches pratiques pour passer à laction,chatry stéphane 19,trédaniel,permaculture,6203,['permaculture']
comme à beyrouth 80 recettes dalan geaam,geaam alan 1974,webedia books,livres de cuisine; cuisine libanaise,6204,"['livres de cuisine', ' cuisine libanaise']"
cuisine thaïlandaise maison 100 recettes techniques et conseils pour cuisiner chez soi comme en thaïlande,souksisavanh orathay,marabout,cuisine thaïlandaise,6205,['cuisine thaïlandaise']
la grande épopée de picsou intégrale,rosa don,glénat,bandes dessinées,6206,['bandes dessinées']
la dynastie donald duck intégrale,barks carl,glénat,bandes dessinées,6207,['bandes dessinées']
des souris et des hommes,steinbeck john,tishina,steinbeck des souris et des hommes; bandes dessinées,6208,"['steinbeck des souris et des hommes', ' bandes dessinées']"
les masques éphémères une enquête du commissaire brunetti,leon donna 1942,calmannlévy,corruption; venise italie; roman policier américain; roman policier,6209,"['corruption', ' venise italie', ' roman policier américain', ' roman policier']"
récitatif,morrison toni 19312019,christian bourgois éditeur,unknown subjects,6210,['unknown subjects']
linconnu du nordexpress,highsmith patricia 19211995,calmannlévy,unknown subjects,6211,['unknown subjects']
la décoration,gubert romain,bernard grasset,décorations insignesfrancehistoire,6212,['décorations insignesfrancehistoire']
nocturne pour le commissaire ricciardi,de giovanni maurizio 1958,rivages,unknown subjects,6213,['unknown subjects']
le dragon du muveran roman policier,voltenauer marc 1973,plaisir de lire,unknown subjects,6214,['unknown subjects']
limmortel nouvelles et brefs récits,moravia alberto,bouquins,nouvelles italiennes,6215,['nouvelles italiennes']
personne ne sait que tu es là,voïta laurence,les éditions romann,roman policier suisse de langue française,6216,['roman policier suisse de langue française']
laigle de sang,voltenauer marc 1973,slatkine cie,roman policier suisse,6217,['roman policier suisse']
lhomme et la mort,morin edgar 1921,seuil,mortphilosophie; mortanthropologie; sociologie de la mort; homme être humainmort anthropologie,6218,"['mortphilosophie', ' mortanthropologie', ' sociologie de la mort', ' homme être humainmort anthropologie']"
le procès de nuremberg,wieviorka annette,liana levi,criminels de guerre allemands; nuremberg procès de 19451946,6219,"['criminels de guerre allemands', ' nuremberg procès de 19451946']"
les trois mousquetaires,dumas alexandre 18021870,gallimard,unknown subjects,6220,['unknown subjects']
la guerre les avait jetés là roman,laville pierre,robert laffont,unknown subjects,6221,['unknown subjects']
larrivée b de contantine à paris,stora benjamin,tallandier,stora benjaminjeunesse; assimilation sociologie; piedsnoirs; autobiographie,6222,"['stora benjaminjeunesse', ' assimilation sociologie', ' piedsnoirs', ' autobiographie']"
la maîtresse italienne roman,rouart jeanmarie,gallimard,unknown subjects,6223,['unknown subjects']
linguistique et discours littéraire théorie et pratique des textes avec des études sur beaumarchais andré breton,adam jeanmichel,larousse,explication de textelittératuremanuel,6224,['explication de textelittératuremanuel']
de lattirance à lexpérience de linde un vaudois à la marge du colonialisme anglais antoinelouishenri polier 17411795 une biographie transnationale,veyrassat béatrice 1942,livreoalphil,polier antoinelouishenri; biographie,6225,"['polier antoinelouishenri', ' biographie']"
isabelle de charrière écrire pour vivre autrement,cossy valérie,swissprinters; presses polytechniques et universitaires romandes,charrière isabelle de,6226,['charrière isabelle de']
nonlieux introduction à une anthropologie de la surmodernité,augé marc 1935,éditions du seuil,ethnologie20e s fin; anthropologie20e s fin; espacelieu ethnologie; anonymatidentitésolitude ethnologie; anthropologie urbainefrance; civilisation moderne; modernite; perception spatiale; ethnologiephilosophie; civilisation1950; sociologie du quotidien,6227,"['ethnologie20e s fin', ' anthropologie20e s fin', ' espacelieu ethnologie', ' anonymatidentitésolitude ethnologie', ' anthropologie urbainefrance', ' civilisation moderne', ' modernite', ' perception spatiale', ' ethnologiephilosophie', ' civilisation1950', ' sociologie du quotidien']"
histoire de la suisse et des suisses dans la marche du monde xviie siècle première guerre mondiale espaces circulations échanges,veyrassat béatrice,livreoalphil,suissesa létrangerhistoire,6228,['suissesa létrangerhistoire']
commerce et urbanisme commercial dans la fabrique de la ville durable,dugot philippe,impr sepec; presses universitaires du midi,magasinslocalisation; commerce; urbanisme; urbanisme durable,6229,"['magasinslocalisation', ' commerce', ' urbanisme', ' urbanisme durable']"
le rêve éveillé en psychothérapie essai sur la fonction de régulation de linconscient collectif,desoille robert,presses univ de france,inconscient collectif; psychothérapie; rêve éveillé,6230,"['inconscient collectif', ' psychothérapie', ' rêve éveillé']"
les revenants les vivants et les morts dans la société médiévale,schmitt jeanclaude,gallimard,fantômemorteurope occidentalemoyenâge,6231,['fantômemorteurope occidentalemoyenâge']
les naturalistes à la découverte de la suisse et du monde 18002015,unknown author,hier und jetzt,naturalistes; sciences naturelles; recherche; savants suisses; 19e siècle21e siècle début; suisse,6232,"['naturalistes', ' sciences naturelles', ' recherche', ' savants suisses', ' 19e siècle21e siècle début', ' suisse']"
le spectre et le voyant les échanges entre morts et vivants en islande,pons christophe,presses de luniversité de parissorbonne,mort ethnologieislande nordouest; ancêtreréincarnation ethnologieislande nordouest; médiumnitéislande,6233,"['mort ethnologieislande nordouest', ' ancêtreréincarnation ethnologieislande nordouest', ' médiumnitéislande']"
du rêve de vengeance à la haine politique,grappenahoum véronique,buchetchastel,société milieu humainvengeance; hainevie politique,6234,"['société milieu humainvengeance', ' hainevie politique']"
la fabrique du consommateur une histoire de la société marchande,galluzzo anthony,la découverte,société de consommationhistoire; publicitéhistoire; politique commerciale,6235,"['société de consommationhistoire', ' publicitéhistoire', ' politique commerciale']"
faces une histoire du visage,belting hans,gallimard,visagedans larthistoire; portraitshistoire,6236,"['visagedans larthistoire', ' portraitshistoire']"
le chant du silence roman noir,loubry jérôme 1976,calmannlévy,unknown subjects,6237,['unknown subjects']
le vorort mythe ou réalité histoire de lunion suisse du commerce et de lindustrie 18701970,wehrli bernhard,a la baconnière,union suisse du commerce et de lindustrie suissevorort19e siècle; union suisse du commerce et de lindustrie suissevorort20e siècle; union suisse du commerce et de lindustrie suisse1870 1970,6238,"['union suisse du commerce et de lindustrie suissevorort19e siècle', ' union suisse du commerce et de lindustrie suissevorort20e siècle', ' union suisse du commerce et de lindustrie suisse1870 1970']"
en dialogue avec le monde les entreprises suisses aux xixe et xxe siècles,franc andrea,hier jetzt,entreprisessuisse19e siècle; entreprisessuisse20e siècle,6239,"['entreprisessuisse19e siècle', ' entreprisessuisse20e siècle']"
développement économique et etat central 18151914 un siècle de politique douanière suisse au service des élites,humair cédric,peter lang,commerce extérieursuisse19e siècle; commerce extérieursuisse19001945; politique économiquesuisse19001945; politique économiquesuisse19e siècle; douanessuisse19e siècle; douanessuisse19001945; douanessuisse1815 1914; commerce extérieurpolitique économiquesuisse1815 1914,6240,"['commerce extérieursuisse19e siècle', ' commerce extérieursuisse19001945', ' politique économiquesuisse19001945', ' politique économiquesuisse19e siècle', ' douanessuisse19e siècle', ' douanessuisse19001945', ' douanessuisse1815 1914', ' commerce extérieurpolitique économiquesuisse1815 1914']"
bauernstand und bürgerblock ernst laur und der schweizerische bauernverband 18971918,baumann werner,orell füssli,paysanlaur ernstunion suisse des paysans suisse1897 1918,6241,['paysanlaur ernstunion suisse des paysans suisse1897 1918']
comment aimer sa fille roman,blwm hiylah 1969,robert laffont,unknown subjects,6242,['unknown subjects']
le négationnisme histoire concepts et enjeux internationaux,couroubleshare stéphanie 1971,editions eyrolles,négationnisme shoah,6243,['négationnisme shoah']
la constitution de 1848 lacte fondateur de la suisse moderne,meuwly olivier 1963,infolio,suisseconstitution de 1848,6244,['suisseconstitution de 1848']
le droit dêtre suisse acquisition perte et retrait de la nationalité de 1848 à nos jours,studer brigitte 1955,antipodes,nationalité; naturalisation; nationalité perte; 19e siècle 2e moitié21e siècle début; citoyenneté; bürgerrecht; einbürgerung; schweizer bürgerrecht; kantonsbürgerrecht; gemeindebürgerrecht; erwerb des bürgerrechts; verlust des bürgerrechts; entzug des bürgerrechts; zweiter weltkrieg; rechtsgeschichte; voraussetzungallgemein; citoyennetésuisse1800; suisse; bernstadt; baselstadtkanton; baselstadt; genfkanton; genfstadt; schweiz,6245,"['nationalité', ' naturalisation', ' nationalité perte', ' 19e siècle 2e moitié21e siècle début', ' citoyenneté', ' bürgerrecht', ' einbürgerung', ' schweizer bürgerrecht', ' kantonsbürgerrecht', ' gemeindebürgerrecht', ' erwerb des bürgerrechts', ' verlust des bürgerrechts', ' entzug des bürgerrechts', ' zweiter weltkrieg', ' rechtsgeschichte', ' voraussetzungallgemein', ' citoyennetésuisse1800', ' suisse', ' bernstadt', ' baselstadtkanton', ' baselstadt', ' genfkanton', ' genfstadt', ' schweiz']"
la montagne suisse en politique,rudaz gilles,presses polytechniques et universitaires romandes,montagnes; politique et gouvernement; aménagement du territoire; suisse,6246,"['montagnes', ' politique et gouvernement', ' aménagement du territoire', ' suisse']"
les multinationales suisses dans larène politique 19421993,pitteloud sabine,droz,entreprises multinationalessuisse20e siècle; politique et gouvernementsuisse20e siècle; relations extérieuressuisse20e siècle; thèses et écrits académiques,6247,"['entreprises multinationalessuisse20e siècle', ' politique et gouvernementsuisse20e siècle', ' relations extérieuressuisse20e siècle', ' thèses et écrits académiques']"
easy thaï les meilleures recettes thaïlandaises tout en images,trieu caroline,mango editions,cuisine thaïlandaise,6248,['cuisine thaïlandaise']
le pouvoir patronal les patrons des grandes entreprises suisses des métaux et des machines 19191939,billeter geneviève,droz,métallurgiesuisse19001945; relations professionnellessuisse19001945; employeursassociationssuisse19001945; métallurgiepatronatsuisse1919 1939; relations industriellessuisse1919 1939,6249,"['métallurgiesuisse19001945', ' relations professionnellessuisse19001945', ' employeursassociationssuisse19001945', ' métallurgiepatronatsuisse1919 1939', ' relations industriellessuisse1919 1939']"
krisen und stabilisierung die schweiz in der zwischenkriegszeit,unknown author,chronos,société milieu humainsuisse20e s 1ère moitiéétudes diverses; crisesuisse20e s 1ère moitiéétudes diverses; économiesuisse20e s 1ère moitiéétudes diverses,6250,"['société milieu humainsuisse20e s 1ère moitiéétudes diverses', ' crisesuisse20e s 1ère moitiéétudes diverses', ' économiesuisse20e s 1ère moitiéétudes diverses']"
le diplomate et lartiste construction dune politique culturelle suisse à létranger 19381985,milani pauline 1982,éditions alphil presses universitaires suisses,pro helvetia suisse; relations culturelles; politique culturelle; relations avec létranger; diplomatie; 20e siècle; suisse; thèses et écrits académiques,6251,"['pro helvetia suisse', ' relations culturelles', ' politique culturelle', ' relations avec létranger', ' diplomatie', ' 20e siècle', ' suisse', ' thèses et écrits académiques']"
wirtschaftsverbände in der schweiz organisation und aktivitäten von wirtschaftsverbänden in vier sektoren der industrie,unknown author,rüegger,association professionnelleindustriesuisse,6252,['association professionnelleindustriesuisse']
franc suisse finance et commerce politique monétaire helvétique 19311936 les relations de la suisse avec langleterre 19401944 et la france 19441949,müller philipp économiste 1974,ed antipodes,politique monétairesuisse1931 1949études diverses; franc suissepolitique monétaireangleterre grandebretagne1940 1944; franc suissepolitique monétairefrance1944 1949; franc suissepolitique monétaire1931 1936; politique monétairerelations financières internationalesangleterre grandebretagnesuisseguerre mondiale 2; politique monétairerelations financières internationalesfrancesuisse1944 1949,6253,"['politique monétairesuisse1931 1949études diverses', ' franc suissepolitique monétaireangleterre grandebretagne1940 1944', ' franc suissepolitique monétairefrance1944 1949', ' franc suissepolitique monétaire1931 1936', ' politique monétairerelations financières internationalesangleterre grandebretagnesuisseguerre mondiale 2', ' politique monétairerelations financières internationalesfrancesuisse1944 1949']"
hommage à pokémon toute lhistoire de la saga,silva pedro,ynnis,jeux vidéohistoire; poketto monsutā jeu vidéo série histoire,6254,"['jeux vidéohistoire', ' poketto monsutā jeu vidéo série histoire']"
lenvol roman,valognes aurélie,fayard,mères et filles; roman français,6255,"['mères et filles', ' roman français']"
les organisations professionnelles en suisse,meynaud jean,payot,organisation professionnellesuisse1900 1962,6256,['organisation professionnellesuisse1900 1962']
19 février 1803 lacte de médiation recrée la suisse,andrey georges 1938,presses polytechniques et universitaires romandes,suisseacte de médiation,6257,['suisseacte de médiation']
la reine des enfers,fitzgerald bea,nathan,fantasy; perséphone,6258,"['fantasy', ' perséphone']"
les chroniques de keleana la lame de lassassineuse novellas,maas sarah j 19,la martinière jeunesse,unknown subjects,6259,['unknown subjects']
bretagne nord,unknown author,michelin,bretagne france nord; guides touristiques et de visite,6260,"['bretagne france nord', ' guides touristiques et de visite']"
en 1h je prépare mes lunchbox pour toute la semaine 50 repas faits maison sans gâchis et avec des produits de saison,guerre isabelle,hachette,cuisine rapide; cuisine préparée à lavance; recettes; guides pratiques,6261,"['cuisine rapide', ' cuisine préparée à lavance', ' recettes', ' guides pratiques']"
lunion de défense économique la bourgeoisie genevoise face à la crise 19231932,cassis youssef,presses universitaires romandes,union de défense économique genève; crise économiqueparti politiquegenève suisse canton1923 1932,6262,"['union de défense économique genève', ' crise économiqueparti politiquegenève suisse canton1923 1932']"
guide des fontaines de lausanne et environs,schneider antoine historien,favre,fontaines; approvisionnement en eau; lausanne suisse vd; guides touristiques et de visite,6263,"['fontaines', ' approvisionnement en eau', ' lausanne suisse vd', ' guides touristiques et de visite']"
a game of thrones le trône de fer,martin george rr,dargaud,bandes dessinées,6264,['bandes dessinées']
kollontaï défaire la famille refaire lamour,bronnikova olga 1985,la fabrique editions,biographie; kollontaï alexandra; droits des femmes19001945; féminismeaspect politique19001945,6265,"['biographie', ' kollontaï alexandra', ' droits des femmes19001945', ' féminismeaspect politique19001945']"
la croisée des souffles la horde du contrevent dalain damasio,martin stéphane,ange créations; archipel,damasio alain,6266,['damasio alain']
le sermon sur la chute de rome roman,ferrari jérôme,actes sud,unknown subjects,6267,['unknown subjects']
apprendre et enseigner la musique représentations croisées actes des 3es et 4es journées francophones de recherche en éducation musicale,unknown author,lharmattan,musiqueétude et enseignement; musique apprentissage psychologiecongrès; musique enseignementcongrès; actes de congrès,6268,"['musiqueétude et enseignement', ' musique apprentissage psychologiecongrès', ' musique enseignementcongrès', ' actes de congrès']"
pratique de la musique à lécole avec les expériences dacoustique de michel mourey,mourey colette 1954,delatour france,musiqueétude et enseignement préscolaire; musiqueétude et enseignement primaire,6269,"['musiqueétude et enseignement préscolaire', ' musiqueétude et enseignement primaire']"
apprendre la musique nouvelles des neurosciences,peretz isabelle,odile jacob,musiquephysiologie; neurosciences; aptitude à lapprentissage; aptitude musicale; musiqueaspect psychologique,6270,"['musiquephysiologie', ' neurosciences', ' aptitude à lapprentissage', ' aptitude musicale', ' musiqueaspect psychologique']"
non le masculin ne lemporte pas sur le feminin petite histoire des resistances de la langue francaise,viennot eliane,corlet impr; editions ixe,langagedifférences entre sexesfrance; français languegenre linguistiquehistoire; sexisme dans le langage,6271,"['langagedifférences entre sexesfrance', ' français languegenre linguistiquehistoire', ' sexisme dans le langage']"
la communication verbale analyse des interactions,vion robert,hachette supérieur,psycholinguistique; communication orale; communication oraleinteraction sociale; communicationinteraction socialeinteraction verbale analyse,6272,"['psycholinguistique', ' communication orale', ' communication oraleinteraction sociale', ' communicationinteraction socialeinteraction verbale analyse']"
car la culture donne forme à lesprit de la révolution cognitive à la psychologie culturelle,bruner jerome s 19152016 jerome seymour,eshel,cognitionculture psychologie; culturepsychologie ordinairesciences cognitives,6273,"['cognitionculture psychologie', ' culturepsychologie ordinairesciences cognitives']"
conscience inconscient émotions,vygotskiĭ lev semenovich 18961934,la dispute,consciencevygotskij lev semenovic; émotionenfant développementvygotskij lev semenovic,6274,"['consciencevygotskij lev semenovic', ' émotionenfant développementvygotskij lev semenovic']"
ecrits sur le signe,peirce charles sanders,points,sémiotique; logiquephilosophie; phénoménologie,6275,"['sémiotique', ' logiquephilosophie', ' phénoménologie']"
dictionnaire des concepts fondamentaux des didactiques,unknown author,de boeck,didactique; dictionnaires français,6276,"['didactique', ' dictionnaires français']"
outils et signes perspectives actuelles de la théorie de vygotski,unknown author,p lang,vygotskij lev semenovic psychologieétudes diverses,6277,['vygotskij lev semenovic psychologieétudes diverses']
vygotsky aujourdhui,unknown author,delachaux niestlé,unknown subjects,6278,['unknown subjects']
lanalyse des actions et des discours en situation de travail concepts méthodes et applications,unknown author,peeters,action psychologieanalyse du discoursanalyse du travailétudes diverses; analyse du discoursanalyse du travailpraxéologieétudes diverses; activités analyseanalyse du discoursanalyse du travailétudes diverses,6279,"['action psychologieanalyse du discoursanalyse du travailétudes diverses', ' analyse du discoursanalyse du travailpraxéologieétudes diverses', ' activités analyseanalyse du discoursanalyse du travailétudes diverses']"
la transposition didactique du savoir savant au savoir enseigné ; suivie de un exemple de transposition didactique,chevallard yves,ed la pensée sauvage,connaissanceenseignement; didactique; didactiquemathématiques,6280,"['connaissanceenseignement', ' didactique', ' didactiquemathématiques']"
le développement de lenfant savoir faire savoir dire,bruner jerome s 19152016 jerome seymour,presses universitaires de france,enfant développementlangage,6281,['enfant développementlangage']
le jugement professionnel au coeur de lévaluation et de la régulation des apprentissages,unknown author,peter lang,éducation fondée sur la compétence; évaluation du système scolaire; systèmes denseignement; élèves; compétence; enseignants; évaluation; apprentissage; éducation; actes de congrès; actes de congrès,6282,"['éducation fondée sur la compétence', ' évaluation du système scolaire', ' systèmes denseignement', ' élèves', ' compétence', ' enseignants', ' évaluation', ' apprentissage', ' éducation', ' actes de congrès', ' actes de congrès']"
vygotski lectures et perspectives de recherches en éducation,brossard michel psychologue,presses univ du septentrion,vygotskij lev semenovicétudes diverses; éducationpsychologie socioculturelle historiquerecherche scientifiquevygotskij lev semenovicétudes diverses; psychologie de léducationvygotskij lev semenovicétudes diverses; développement humainpsychologie socioculturelle historiquevygotskij lev semenovicétudes diverses; recherche scientifiquesciences de léducationvygotskij lev semenovicétudes diverses,6283,"['vygotskij lev semenovicétudes diverses', ' éducationpsychologie socioculturelle historiquerecherche scientifiquevygotskij lev semenovicétudes diverses', ' psychologie de léducationvygotskij lev semenovicétudes diverses', ' développement humainpsychologie socioculturelle historiquevygotskij lev semenovicétudes diverses', ' recherche scientifiquesciences de léducationvygotskij lev semenovicétudes diverses']"
lanalyse qualitative en sciences humaines et sociales,paillé pierre,a colin,recherche qualitative; sciences sociales; manuels denseignement,6284,"['recherche qualitative', ' sciences sociales', ' manuels denseignement']"
encyclopedie danalyse des activites,unknown author,presses universitaires de francehumensis,activites humainesrechercheencyclopédies; sociologie du travail; analyse des pratiques formationrecherche; professionsrecherche; encyclopédies,6285,"['activites humainesrechercheencyclopédies', ' sociologie du travail', ' analyse des pratiques formationrecherche', ' professionsrecherche', ' encyclopédies']"
agir ensemble laction didactique conjointe du professeur et des élèves,unknown author,presses universitaires de rennes,didactiqueélèveenseignant,6286,['didactiqueélèveenseignant']
théories de laction et éducation,unknown author,de boeck université,éducationthéorie de lactionétudes diverses,6287,['éducationthéorie de lactionétudes diverses']
théorie des situations didactiques didactique des mathématiques 19701990,brousseau guy,la pensée sauvage,didactiquemathématiques enseignement,6288,['didactiquemathématiques enseignement']
leçons de psychologie,vygotskiĭ lev semenovich 18961934,la dispute,psychologie; psychisme; perception; mémoire; pensée; émotions; imagination; volonté,6289,"['psychologie', ' psychisme', ' perception', ' mémoire', ' pensée', ' émotions', ' imagination', ' volonté']"
le pragmatisme un nouveau nom pour danciennes manières de penser,james william,flammarion,pragmatisme philosophie,6290,['pragmatisme philosophie']
handbook of discourse analysis,unknown author,academic press,unknown subjects,6291,['unknown subjects']
les interactions verbales,kerbratorecchioni catherine 1943,a colin,interaction verbale; conversation,6292,"['interaction verbale', ' conversation']"
lécrivain et le paysan,gachon lucien,ed des cahiers bourbonnais,écrivainpaysan,6293,['écrivainpaysan']
pardelà le régionalisme roman contemporain et partage des lieux,jaquier claire 1956,livreoalphil,régionalisme littératuresuisse2000; régionalisme littératuresuisse20e siècle; régionalisme littératurefrance2000; régionalisme littératurefrance20e siècle; roman français20e sièclehistoire et critique; roman français2000histoire et critique; régionalisme littératurehistoire et critique; roman suisse de langue française20e siècle; roman suisse de langue française2000; écologismesuisse; écocritique,6294,"['régionalisme littératuresuisse2000', ' régionalisme littératuresuisse20e siècle', ' régionalisme littératurefrance2000', ' régionalisme littératurefrance20e siècle', ' roman français20e sièclehistoire et critique', ' roman français2000histoire et critique', ' régionalisme littératurehistoire et critique', ' roman suisse de langue française20e siècle', ' roman suisse de langue française2000', ' écologismesuisse', ' écocritique']"
au téléphone,freudiger alain,ed héroslimite,téléphone,6295,['téléphone']
les corps solides,incardona joseph,finitude,roman suisse de langue française,6296,['roman suisse de langue française']
saintprex 12341984,unknown author,imprimerie du jura chez s et p bornand; commune de saintprex,unknown subjects,6297,['unknown subjects']
la suisse et les étrangers immigration et formation nationale 18481933,arlettaz gérald,société dhistoire de la suisse romande; ed antipodes,immigrationsuisse1848 1933; ausländer; ausländerpolitik; geschichte; integration; schweiz,6298,"['immigrationsuisse1848 1933', ' ausländer', ' ausländerpolitik', ' geschichte', ' integration', ' schweiz']"
entre modernité et nostalgie la suisse de 1920 à 1929,praz annefrançoise 1957,eiselé,mondesuisse1920 1929photographies; suisse1920 1929chronologie,6299,"['mondesuisse1920 1929photographies', ' suisse1920 1929chronologie']"
lulu bricole,torti dominique,editions torti,bricolage; roman pour la jeunesse; livres premières lectures,6300,"['bricolage', ' roman pour la jeunesse', ' livres premières lectures']"
trèfle,robert nadine,saltimbanque,unknown subjects,6301,['unknown subjects']
la mer dans son jardin,carré isabelle,grasset jeunesse,unknown subjects,6302,['unknown subjects']
oeuvres complètes,duras marguerite,gallimard,unknown subjects,6303,['unknown subjects']
en avant les violons,auberger christine 1963,editions andantinoi,violon; ouvrages pour la jeunesse,6304,"['violon', ' ouvrages pour la jeunesse']"
tableaux pluriels voyage parmi les polyptyques dhier et daujourdhui,fabius laurent,gallimard,polyptyqueshistoire,6305,['polyptyqueshistoire']
